1.0.0,04-01-2024,138,DOC-299 Redigere verbale 23-12-31,Banzato Alessio,Carraro Riccardo
1.0.0,03-01-2024,138,DOC-299 Redigere verbale 23-12-31,Banzato Alessio,Oseliero Antonio
